Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
Bolivia,BOL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,17.9989349313507,20.2073705549116,22.6405861795441,21.4412144681977,20.6532398535233,21.9295299874146,21.8431870060211,22.1230660957366,21.0882304309273,20.5041201881171,20.5536490449212,24.2449167486935,28.7844352060692,28.2076377036326,27.2111987638891,25.9831531907592,23.938039331039,21.8110819850168,..,..,..
Bosnia and Herzegovina,BIH,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.6109245182404,33.9879773067555,36.0789745342413,37.8533514228445,39.8544282741257,39.1918699555271
Botswana,BWA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,26.6816025863719,27.8405419816203,30.4987482710136,32.6279809985908,29.0775365994438,30.6240563663815,28.9626370625942,..,..,..,..,..,..,..,..,..,28.7005065618311,30.0905723707506,35.0511965138618,38.6081092513734,33.1241812115125
Brazil,BRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,122.520461354912,302.832679379806,803.00154875931,815.173221764778,..,..,24.2995777776998,23.05033985695,23.5586597417395,21.709853215415,21.3680983080393,22.5816320488098,22.6273151890866,24.6883869291855,22.7005325358227,25.3690159782485,27.8346925646932,26.8096871515732,27.305459541971,26.3370755637723,30.6505007027523
British Virgin Islands,VGB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,53.5154855851211,39.3728813559322,39.5488047808765,43.683506189361,43.7151826484018,39.5334346400687,45.5156986827085,28.7388732332583,25.8528209023881,29.7576588787114,30.9672083595013,30.0926108253152,30.9979653000373,32.0706256278196,32.6655238087823,30.6674096500513,29.2327711806672,28.2644398059329,28.2157089246114,29.6951030207999,29.0946655172054
Burkina Faso,BFA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,11.1839481323123,10.4668905880339,11.4489199767813,11.4768174782094,12.6198108649726,13.8800780886127,12.1309026949596,12.6290152779803,11.9157400747509
Burundi,BDI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,25.1658259317715,29.4825812419183,28.5421104477954,25.8262397827435,25.2596039678145,23.9189167125382,..,25.7751750291715,23.4955772113943,20.647628458498,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.242720873769,29.609811596401,24.8295177921221,22.9336869711538,22.715189457667,..
Cambodia,KHM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,9.3805875869695,9.29103454791008,8.18001328186053,7.59087660983633,8.58695261387881,8.20115340883046,8.56011655100108,10.9657037795093,10.6327675468946
Cameroon,CMR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,25.6875570889917,26.234281440337,26.2238851203669,25.2597339808329,24.6802118283942,23.1769912892217,21.5564809812572,20.9920987009654,21.2446454958151,19.8241635273223,18.8372430559335,18.7771206614614,18.0270410239337,18.1011984979785,17.3248806696024,17.8811569002165,17.0775234267096,17.0072804366228,17.1258431275988,18.9019149974639,19.1296594552415
Cayman Islands,CYM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.66162851275332,..,..,..,11.0060824182702,16.4835108736453,17.6074630980415
Chad,TCD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,23.5190754991755,21.7410343105623,20.5117623140039,19.8594857640251,19.0182372563739,18.0092897639755,18.2569620558301,18.724154467996,19.701012783047,19.3807823688932,19.8648231974621,19.8297886810456,19.8974079763362,19.0056227205253,17.9275835972216,17.2507876235943,16.1293526040711,16.3657449242565,18.5627862300646,21.4644449506907,20.597630966793
China,CHN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,19.3166066677647,22.1201943516985,16.9331428734368,..,..,27.622281719396,..,..,..,..,24.3876116203938,24.5794807063155,25.3641045356784
Comoros,COM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,14.9290171114992,17.7314329632392,16.1360862385636,17.0559861900551,4.3297264311714,5.23936887909533,5.58659044284596,5.67087507088594,8.87863751267418,9.52071227385392,2.04576770561336,5.64916739364025,7.48177282526455,7.69888096756401,10.2629800534639,13.1164039621309,14.5847864775508,13.0272558631608,12.7266220102443,11.5439286708274,8.79486835155922
"Congo, Rep.",COG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,35.1762716274229,34.3122102009274,43.8363373240363,32.0656378517041,30.5623934860822,35.7467107794106,32.3227852769787,33.5970785149118,26.6611467605051,..,23.6499894002832,28.0415425098104,20.2484185670834,30.7945743804056,24.7909559613791,20.2288873497254,21.166529356163,16.2650829575295,16.0604237391134,13.3867093005395
Costa Rica,CRI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,23.9437820713714,23.3371151848364,22.997002570284,27.9416295987312,27.3419580449881,26.3799055500937,26.0128077907727,25.3889917830857,25.7248140165473,22.2160263768431,22.1286222669378,22.8485047601115,24.7052265411499,23.7259559171593,22.6246337446009,22.7512392641255,21.7090500774016,21.2721567550239,21.8025915394957,24.8934435873835,25.8816644328558
Cote d'Ivoire,CIV,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,12.4463683567881,13.2187234513297,14.2948642578035,14.3285773418437,14.8062169910301,13.8387702156059,15.0522629214744,15.4396554584976,14.5676276878789,14.9026473049333
Croatia,HRV,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,38.8164424450417,39.9891641210009,40.4248481957751,39.4809716816564,38.4154813073118,38.6832220021042,36.9587210952399,35.6594596108715,34.7337891415999,34.6555164182663,34.1728999115441,33.5389245874097,33.8416809691218,34.1360712672536,36.4248868321648,37.3685602697078
Cuba,CUB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,54.3667793296093,58.815060551441,52.9633959918568,56.8267684731103,56.5781903210377,50.3396483168979,53.3824260220078,58.0715742678756,56.5140578364174,52.5676769734349,52.7753768365469,54.4068271333249,56.731846253424,63.1463326182581,60.4303493740664,61.9844047821977,60.9143234516625,60.2046226719691,61.6961003473669,38.7147562053177,38.5782015078111
Czech Republic,CZE,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,37.9139611194375,35.6029391610102,35.0429650163197,33.5879983418928,31.6988318579384,31.7447656824745,30.3407049515376,29.0562731864301,30.8121367427707,32.4826870630305,34.3394647641509,34.316639195934,32.4846124160306,32.9979815664469,32.7086441880842,31.1496967889141,31.3334890691861,34.531788373123,34.0189612082604
Denmark,DNK,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,38.0870006323366,38.9454393965085,40.526362547047,43.5495753210134,44.1648226190644,43.0285880231514,41.4297846371036,40.3310622102748,39.9633891742581,38.1759148657171,36.7933969999518,36.6254813980923,36.6384900490757,37.081442783057,36.8121269507789,34.8998476655502,33.2287517981763,36.0667569564855,36.7609785341971,41.9423938662469,42.2685962872033
Djibouti,DJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,25.3754009914382,25.7118163066671,22.7577202138458,24.4803920417356,23.0263775555079,23.75,23.168880455408,23.5472018119128,23.9024147743922,21.8439869058759,23.7632680802195
Dominican Republic,DOM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,11.3928817125819,8.24834313677831,9.7101065989742,9.08645905708267,9.03788716163778,9.01032391484215,12.2765234891694,11.8386190124111,12.1002509615051,10.9575316375235,11.129098260915,12.5152537267059,12.7796194597889,10.8962145732359,13.726931915319,14.4409840916043,14.5877884700328,13.5862337522216,15.3966763993594,15.094534455154,14.2162216658737
Ecuador,ECU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,31.961447198893,43.6938837552858,35.1286843997124,34.9548969072165,32.7857142857143,30.303431372549,28.0876198779425,..,..,..,..,..,27.2483504882555,27.3324550898204,26.8903770863383,27.3888579387187,32.7636716852841,29.3352309344791,30.3182043551089,30.0771253118403,28.8602519476214
El Salvador,SLV,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,117.784044473583,133.775523800007,128.878352467368,134.771320455912,20.4254056049867,17.9007038660208,15.266470388856,17.0429729781052,17.6057985936421,19.4316117451093,17.3818322896408,19.0952358732677,22.0250713905426,20.7971687762334
Equatorial Guinea,GNQ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3485128517599,4.05069726089926,4.74158456431084,..
Eritrea,ERI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,2.94188666641425,2.63928375858671,2.52503032351189,2.48863571380764,2.07810590154624,2.09463191791875,1.97184828658992,1.95010998849876,1.95128055840929,1.95487746790781,1.9165606546107,1.88435167758151,1.8776879162907,2.19564285416844,2.59313259694688,2.42018216908022
Ethiopia,ETH,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,16.0852482366578,13.2751074781198,11.3943757773315,10.4670582782577,12.4393455551484,11.8653475935153,11.0954864771932,12.3955205043027,16.0038959038617,18.1591726508534,..,14.5127189087474,17.2455618681994,15.7633732927995,16.1670492299566,14.8516589031207,9.51582703276699,7.69319353227766,12.8780606408161,12.1531167118786,12.5031975516212
Faroe Islands,FRO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,23.9565656565657,23.5788442703232,24.2101376883986,27.5875470949831,26.9832360425086,26.7635064419503,26.9625167336011,..,..,..,..,..,..,..,24.9212464325533,24.4954539124989,26.3034002821576,..,..,..,23.7228226313754
Finland,FIN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,32.8780507601004,38.1456375195869,42.3258676905809,42.7887910311979,52.7972413185264,46.4994520881529,43.7624926513815,40.8405425418555,38.4708677377016,37.3565074887924,33.9444154967305,33.292023511981,34.3558861412512,34.9299658901227,34.6472989771386,34.7405816761666,34.3297762638025,32.7198473609742,33.4596383271988,38.3700953990797,38.6114377338322
France,FRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,41.4450294210583,42.8161533930568,43.9495416767946,45.1053175336618,48.7273938019716,48.5408178342764,48.9816910917828,47.7668978156384,47.1168904955637,45.4646236682079,44.2375057479854,44.5939445653293,45.5488725483124,45.82152118126,45.23282050083,45.3849878497363,44.9554759244081,44.4869890577539,45.0398076007716,48.346610679535,49.6302441704475
French Polynesia,PYF,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,10.8415439953676,11.0990617789338,11.6498473015768,12.0390221039207,13.5674716718547,13.6845540851418,13.007636449349,17.0332905906156,17.1500563505721,..
Georgia,GEO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,18.107908867664,15.829014328595,16.2720686695634,14.4160140959405,11.5570647696533,10.8121097607145,11.2620315433449,10.6911499137422,14.5781441149197,17.3195785801551,20.3054097219932,22.8907298710985,29.120540031652,30.9424777487207,26.3530058140087
